"@timestamp","host.name","process.name","process.parent.name","process.pid","process.command_line","user.name","user.id","user.domain"
"Jun 4, 2023 @ 13:18:04.934","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","19,396","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:04.929","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","26,176","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a league_of_legends -p ""C:\Riot Games\League of Legends"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:04.827","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","19,992","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:04.822","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","26,064","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a league_of_legends -p ""C:\Riot Games\League of Legends"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:04.722","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","17,920","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:04.718","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","21,684","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a league_of_legends -p ""C:\Riot Games\League of Legends"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:04.626","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","27,896","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:04.621","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","2,356","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a risk_of_rain_2 -p ""B:\SteamLibrary\steamapps\common\Risk of Rain 2"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:04.514","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","1,320","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:04.508","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","3,168","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a risk_of_rain_2 -p ""B:\SteamLibrary\steamapps\common\Risk of Rain 2"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:04.151","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","35,344","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:04.146","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","7,708","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a risk_of_rain_2 -p ""B:\SteamLibrary\steamapps\common\Risk of Rain 2"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:04.044","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","9,020","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:04.039","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","29,984","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a risk_of_rain_2 -p ""B:\SteamLibrary\steamapps\common\Risk of Rain 2"" -g a",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:03.934","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","11,624","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:03.929","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","29,596","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a league_of_legends -p ""C:\Riot Games\League of Legends (PBE)"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:03.796","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","16,160","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:03.792","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","28,208","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a league_of_legends -p ""C:\Riot Games\League of Legends (PBE)"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:03.684","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","36,752","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:03.679","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","31,404","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a league_of_legends -p ""C:\Riot Games\League of Legends (PBE)"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:03.576","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","32,856","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:03.571","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","36,388","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a league_of_legends -p ""C:\Riot Games\League of Legends (PBE)"" -g a",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:03.462","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","34,804","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:03.457","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","20,868","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a the_forest -p ""D:\SteamLibrary\steamapps\common\The Forest"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:03.356","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","29,148","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:03.352","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","24,080","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a the_forest -p ""D:\SteamLibrary\steamapps\common\The Forest"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:03.249","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","4,220","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:03.244","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","12,520","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a the_forest -p ""D:\SteamLibrary\steamapps\common\The Forest"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:03.139","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","2,732","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:03.135","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","25,640","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a the_forest -p ""D:\SteamLibrary\steamapps\common\The Forest"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:02.847","DESKTOP-7UHDSLL","NvOAWrapperCache.exe","OAWrapper.exe","20,916","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\NvOAWrapperCache.exe""",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:02.741","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","14,108","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:02.737","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","27,160","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a the_forest -p ""D:\SteamLibrary\steamapps\common\The Forest"" -g a",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:02.645","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","8,736","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:02.640","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","9,064","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a planet_zoo -p ""D:\SteamLibrary\steamapps\common\Planet Zoo"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:02.545","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","22,092","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:02.540","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","16,608","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a planet_zoo -p ""D:\SteamLibrary\steamapps\common\Planet Zoo"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:02.435","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","28,600","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:02.431","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","20,160","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a planet_zoo -p ""D:\SteamLibrary\steamapps\common\Planet Zoo"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:02.328","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","38,688","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:02.324","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","30,428","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a planet_zoo -p ""D:\SteamLibrary\steamapps\common\Planet Zoo"" -g a",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:02.222","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","19,252","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:02.217","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","15,704","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a star_wars_battlefront_ii -p ""B:\SteamLibrary\steamapps\common\STAR WARS Battlefront II"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:02.113","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","3,532","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:02.109","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","2,308","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a star_wars_battlefront_ii -p ""B:\SteamLibrary\steamapps\common\STAR WARS Battlefront II"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:02.000","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","29,200","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:01.995","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","26,916","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a star_wars_battlefront_ii -p ""B:\SteamLibrary\steamapps\common\STAR WARS Battlefront II"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:01.886","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","18,112","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:01.882","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","20,284","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a star_wars_battlefront_ii -p ""B:\SteamLibrary\steamapps\common\STAR WARS Battlefront II"" -g a",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:01.779","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","11,144","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:01.774","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","24,040","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a blade_and_sorcery -p ""B:\SteamLibrary\steamapps\common\Blade & Sorcery"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:01.674","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","27,352","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:01.669","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","6,924","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a blade_and_sorcery -p ""B:\SteamLibrary\steamapps\common\Blade & Sorcery"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:01.566","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","19,352","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:01.560","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","28,896","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a blade_and_sorcery -p ""B:\SteamLibrary\steamapps\common\Blade & Sorcery"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:01.425","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","24,392","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:01.421","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","19,968","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a blade_and_sorcery -p ""B:\SteamLibrary\steamapps\common\Blade & Sorcery"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:01.304","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","32,384","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:01.300","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","34,408","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a blade_and_sorcery -p ""B:\SteamLibrary\steamapps\common\Blade & Sorcery"" -g a",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:01.041","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","19,712","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:01.037","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","33,380","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a project_winter -p ""B:\SteamLibrary\steamapps\common\Project Winter"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:00.937","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","9,616","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:00.932","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","16,836","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a project_winter -p ""B:\SteamLibrary\steamapps\common\Project Winter"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:00.828","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","10,548","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:00.824","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","18,796","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a project_winter -p ""B:\SteamLibrary\steamapps\common\Project Winter"" -g c",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:00.741","DESKTOP-7UHDSLL","svchost.exe","services.exe","15,088","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s wlidsvc","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 13:18:00.691","DESKTOP-7UHDSLL","conhost.exe","OAWrapper.exe","31,456","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:00.685","DESKTOP-7UHDSLL","OAWrapper.exe","nvcontainer.exe","22,048","""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\ApplicationOntology\OAWrapper.exe"" -a project_winter -p ""B:\SteamLibrary\steamapps\common\Project Winter"" -g a",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:18:00.523","DESKTOP-7UHDSLL","svchost.exe","services.exe","12,104","C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s NetSetupSvc","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 13:18:00.448","DESKTOP-7UHDSLL","WmiPrvSE.exe","svchost.exe","11,608","C:\WINDOWS\system32\wbem\wmiprvse.exe -secured -Embedding","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 13:17:57.523","DESKTOP-7UHDSLL","conhost.exe","NvSHIM.exe","7,436","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:17:57.510","DESKTOP-7UHDSLL","NvSHIM.exe","nvcontainer.exe","20,316","""C:\Program Files\NVIDIA Corporation\NvBackend\NvSHIM.exe"" /noheader -o ""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\shim.xml"" -l ""C:\Users\Harambe\AppData\Local\NVIDIA\NvBackend\shim.log""",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:16:58.506","DESKTOP-7UHDSLL","FileCoAuth.exe","svchost.exe","29,124","""C:\Users\Harambe\AppData\Local\Microsoft\OneDrive\23.101.0514.0001\FileCoAuth.exe"" -Embedding","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 13:15:54.020","DESKTOP-7UHDSLL","conhost.exe","sc.exe","16,636","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 13:15:54.015","DESKTOP-7UHDSLL","sc.exe","svchost.exe","12,156","""C:\WINDOWS\system32\sc.exe"" start wuauserv","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 13:13:39.231","DESKTOP-7UHDSLL","backgroundTaskHost.exe","svchost.exe","19,832","""C:\WINDOWS\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 13:13:28.265","DESKTOP-7UHDSLL","backgroundTaskHost.exe","svchost.exe","37,324","""C:\WINDOWS\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 13:13:27.923","DESKTOP-7UHDSLL","RuntimeBroker.exe","svchost.exe","3,148","C:\Windows\System32\RuntimeBroker.exe -Embedding","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 13:13:27.875","DESKTOP-7UHDSLL","backgroundTaskHost.exe","svchost.exe","24,108","""C:\WINDOWS\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 13:13:26.558","DESKTOP-7UHDSLL","Microsoft.SharePoint.exe","OneDriveStandaloneUpdater.exe","30,996","""C:\Users\Harambe\AppData\Local\Microsoft\OneDrive\23.101.0514.0001\Microsoft.SharePoint.exe"" /silentConfig",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:13:21.152","DESKTOP-7UHDSLL","svchost.exe","services.exe","19,884","C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s BITS","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 13:13:21.096","DESKTOP-7UHDSLL","OneDriveStandaloneUpdater.exe","svchost.exe","7,488","""C:\Users\Harambe\AppData\Local\Microsoft\OneDrive\OneDriveStandaloneUpdater.exe""","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 13:12:52.815","DESKTOP-7UHDSLL","svchost.exe","services.exe","1,304","C:\WINDOWS\system32\svchost.exe -k appmodel -p -s camsvc","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 13:12:52.725","DESKTOP-7UHDSLL","audiodg.exe","svchost.exe","9,688","C:\WINDOWS\system32\AUDIODG.EXE 0x7e4 0x708","LOCAL SERVICE","S-1-5-19","NT AUTHORITY"
